,source,author,title,description,url,urlToImage,publishedAt,content
44,"{'id': None, 'name': 'MyBroadband'}",https://www.facebook.com/mybroadband,"TCL launches 98-inch beast for R99,999 - MyBroadband","TCL has launched its 98-inch 4K TV, priced at R99,999, in South Africa.",https://mybroadband.co.za/news/gadgets/446662-tcl-launches-98-inch-beast-for-r99999.html,https://mybroadband.co.za/news/wp-content/uploads/2022/05/TCl-98-inch-TV.jpg,2022-05-31T12:30:45Z,"TCL South Africa has released its latest product in the country the Google-enabled C735 model which boasts a screen size of 98 inches and a 4K resolution.
The TV features a QLED panel with a maximum… [+1211 chars]"
45,"{'id': None, 'name': 'The Guardian'}",Guardian staff reporter,Sidhu Moose Wala: a rapper of fascinating contradictions who aimed to uplift Punjab - The Guardian,"Killed in a shooting this week, the 28-year-old Punjabi Sikh MC offset gangster bravado with a keen sociopolitical awareness",https://amp.theguardian.com/music/2022/may/31/sidhu-moose-wala-a-rapper-of-fascinating-contradictions-who-aimed-to-uplift-punjab,https://i.guim.co.uk/img/media/4a824f2f9251a7a5349d311f76c00697ad91a04c/0_0_3900_2341/master/3900.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctb3BpbmlvbnMucG5n&enable=upscale&s=af64574321a3c26a905a580c1ab6f158,2022-05-31T12:27:00Z,"Five years ago, Sidhu Moose Wala announced his arrival with So High. Using flutes and a faint tumbi, producer Byg Byrd roots the track in hip-hop but makes it evocative of Punjabi bhangra; on the hoo… [+5231 chars]"
46,"{'id': None, 'name': 'The Indian Express'}",Aanchal Magazine,"India Q4 GDP data: India's GDP grows at 8.7% in FY22, Q4 GDP rises 4.1% - The Indian Express","India Q4 2022 GDP Data Today, GDP Data: India’s GDP grew at 8.7 per cent in the financial year 2021-22, while the GDP for the January-March quarter (Q4 FY22) rose 4.1 per cent, data released by the National Statistical Office (NSO) showed.",https://indianexpress.com/article/business/economy/india-q4-gdp-provisional-estimates-2021-22-fy22-gross-domestic-product-data-7945742/,https://images.indianexpress.com/2022/04/car-manufacturing-unit-1.jpg,2022-05-31T12:26:51Z,"Indias GDP grew at 4.1 per cent in the January-March quarter, a four-quarter low, down from 5.4 per cent growth seen in October-December quarter and 2.5 per cent growth in the corresponding period a … [+1606 chars]"
47,"{'id': 'news24', 'name': 'News24'}",Nicole McCain,Two pupils suspended after allegedly attacking referee at school rugby match - News24,"The two Hoërskool Daniëlskuil pupils, along with their parents, allegedly attacked a teacher acting as referee during the game at the Northern Cape school.",https://www.news24.com/news24/southafrica/news/two-pupils-suspended-after-allegedly-attacking-referee-at-school-rugby-match-20220531,https://cdn.24.co.za/files/Cms/General/d/3433/9a06e8865b024f8fb9da257cba10510a.jpg,2022-05-31T12:25:54Z,<ul><li>Two pupils have been suspended for allegedly assaulting a referee at a rugby game.</li><li>The referee is also a teacher at the Northern Cape school.</li><li>The pupils may also face sanction… [+2755 chars]
48,"{'id': 'associated-press', 'name': 'Associated Press'}",Zeke Miller,Biden to meet Fed chair as inflation bites pocketbooks - The Associated Press,WASHINGTON (AP) — President Joe Biden is set to meet with Federal Reserve Chairman Jerome Powell as soaring inflation takes a bite out of Americans' pocketbooks. The meeting Tuesday will be the first since Biden renominated Powell to lead the central bank and…,https://apnews.com/article/biden-jerome-powell-government-and-politics-economy-2b9295779a17e425d0d8da6f0f82176e,https://storage.googleapis.com/afs-prod/media/dc4afd13f49845a6989bd581913fad9b/3000.jpeg,2022-05-31T12:23:23Z,"WASHINGTON (AP) President Joe Biden is set to meet with Federal Reserve Chairman Jerome Powell as soaring inflation takes a bite out of Americans pocketbooks.
The meeting Tuesday will be the first s… [+2611 chars]"
49,"{'id': None, 'name': 'NDTV News'}",NDTV Sports Desk,"""As A Pakistani I am Saying"" Virat Kohli Is The ""Greatest Player Of All Time"": Shoaib Akhtar - NDTV Sports",Virat Kohli had hit a purple patch between 2015 to 2019 amassing centuries at will across formats and also guiding the team to greater heights.,https://sports.ndtv.com/cricket/as-a-pakistani-i-am-saying-virat-kohli-is-the-greatest-player-of-all-time-shoaib-akhtar-3026026,"https://c.ndtvimg.com/2022-03/4p7ml9l_virat-kohli-bcci_625x300_04_March_22.jpg?im=FeatureCrop,algorithm=dnn,width=1200,height=675",2022-05-31T12:22:58Z,Virat Kohli has had a difficult time of late as a batter. He has not scored an international century since November 2019 and struggled to get going in IPL 2022. The former Indian cricket team captain… [+1547 chars]
50,"{'id': None, 'name': 'NDTV News'}",,"For Arrested Delhi Minister Satyendar Jain, A Setback In Court - NDTV","Delhi Health Minister Satyendar Jain, arrested in an alleged money laundering case, has been sent to Enforcement Directorate custody till June 9.",https://www.ndtv.com/india-news/delhi-minister-satyendar-jain-sent-to-enforcement-directorate-custody-till-june-9-3025522,https://c.ndtvimg.com/2022-05/8v1lpl9_satyendar-jain-pti-650_650x400_31_May_22.jpg,2022-05-31T12:21:00Z,"New Delhi: Delhi Health Minister Satyendar Jain, arrested in an alleged money laundering case, has been sent to Enforcement Directorate custody till June 9.
The probe agency, which investigates fina… [+2478 chars]"
51,"{'id': None, 'name': 'Gadgets Now'}",IANS,"Webb telescope to explore two rocky, Earths-like planets - Gadgets Now","Nasa's much celebrated James Webb Space Telescope is just weeks away from full operation.The huge telescope plans to start it's in-depth science investigation by exploring strange, new rocky worlds in unprecedented detail.According to Nasa, it will study two …",https://www.gadgetsnow.com/tech-news/webb-telescope-to-explore-two-rocky-earths-like-planets/articleshow/91919105.cms,"https://static.toiimg.com/thumb/resizemode-4,msid-91919105,imgsize-113896,width-800/91919105.jpg",2022-05-31T12:21:00Z,"Nasa's much celebrated James Webb Space Telescope is just weeks away from full operation.The huge telescope plans to start it's in-depth science investigation by exploring strange, new rocky worlds i… [+2784 chars]"
52,"{'id': None, 'name': 'Guardian Nigeria'}",,"The Guardian's Special Focus on Most Dependable, Value-Driven Credit and Loan firm in Nigeria - Guardian Nigeria","Nigeria is a highly business-oriented economy with an estimated 37 million micro, small and medium-sized companies (MSMEs). The entrepreneurial economy contributes roughly 48% of the country’s gross domestic product and employs over 60 million people, making …",https://editor.guardian.ng/features/the-guardians-special-focus-on-most-dependable-value-driven-credit-and-loan-firm-in-nigeria/,https://guardian.ng/wp-content/uploads/2022/05/Page-Financial-CEO-Seguin-Akintemi-scaled.jpg,2022-05-31T12:16:00Z,"Nigeria is a highly business-oriented economy with an estimated 37 million micro, small and medium-sized companies (MSMEs). The entrepreneurial economy contributes roughly 48% of the countrys gross d… [+11301 chars]"
53,"{'id': None, 'name': 'Gcn.ie'}",,Second case of monkeypox confirmed in Republic of Ireland - http://gcn.ie/,"After the confirmation of the first case, HSE said it is ""not unexpected"" that a second case of monkeypox was confirmed in Ireland.",https://gcn.ie/second-case-monkeypox-ireland/,https://gcn.ie/wp-content/uploads/2022/05/monkeypox-second-1.jpg,2022-05-31T12:04:08Z,"Yesterday, May 30, the second case of monkeypox was confirmed in the Republic of Ireland after being investigated in the past few days.
The first case of monkeypox was notified to the Health Protect… [+2682 chars]"
54,"{'id': None, 'name': 'The Guardian'}",Jennifer Rankin,EU leaders say gas unlikely to be part of new round of Russia sanctions - The Guardian,Estonian PM says gas sanctions would be more difficult because it would affect whole of Europe,https://amp.theguardian.com/world/2022/may/31/eu-leaders-say-gas-unlikely-to-be-part-of-new-round-of-russia-sanctions,https://i.guim.co.uk/img/media/8d5daf152435b66cdff5b1cd954fdc672b12c651/0_129_3859_2316/master/3859.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=bb44d5ba60c659822029dc993bdf70b6,2022-05-31T12:04:00Z,"EU leaders suggested Russian gas was unlikely to be part of the next round of sanctions against Vladimir Putins war machine, hours after agreeing a historic but incomplete oil embargo.
After nearly … [+3908 chars]"
55,"{'id': None, 'name': 'Toronto Star'}",,Here's what people are saying about the meteor shower - Toronto Star,"Earth was set to pass through a cluster of debris from the SW3 comet just after 1 a.m., according to experts.",https://www.thestar.com/news/gta/2022/05/31/a-meteor-shower-was-visible-from-ontario-last-night-heres-what-people-are-saying.html,https://images.thestar.com/C7JKzIJ9tv00Ma9ozECj_JSwML0=/1200x923/smart/filters:cb(1653997236502):format(webp)/https://www.thestar.com/content/dam/thestar/news/gta/2022/05/31/a-meteor-shower-was-visible-from-ontario-last-night-heres-what-people-are-saying/night_sky.jpg,2022-05-31T12:02:49Z,"Toronto residents still awake early Tuesday morning might have been able to see a meteor shower.
Earth was set to pass through a cluster of debris from the SW3 comet just after 1 a.m., according to … [+1037 chars]"
56,"{'id': None, 'name': 'CNBC'}","Carol E. Lee, Peter Nicholas, Kristen Welker and Courtney Kube",Inside a Biden White House adrift - CNBC,"Amid a rolling series of calamities and sinking approval ratings, the president’s feeling lately is that he just can’t catch a break — and that angst is rippling through his party.",https://www.cnbc.com/2022/05/31/inside-a-biden-white-house-adrift.html,https://image.cnbcfm.com/api/v1/image/107058276-1652122111001-gettyimages-1240566036-BIDEN_INTERNET.jpeg?v=1652122139&w=1920&h=1080,2022-05-31T12:02:07Z,"Faced with a worsening political predicament, President Joe Biden is pressing aides for a more compelling message and a sharper strategy while bristling at how they've tried to stifle the plain-speak… [+9700 chars]"
57,"{'id': None, 'name': 'Lowyat.NET'}",https://twitter.com/IkmalRozlan,"vivo Y55+ To Officially Land In Malaysia; Costs RM1,099 - Lowyat.NET",vivo is officially bringing the vivo Y55+ 5G into Malaysia as part of Yes' Infinite Plus offering. It will be,https://www.lowyat.net/2022/275016/vivo-y55-malaysia-rm1099/,https://www.lowyat.net/wp-content/uploads/2022/05/vivo-Y55-yes.jpg,2022-05-31T12:01:25Z,vivo is officially bringing the vivo Y55+ 5G into Malaysia as part of Yes’ Infinite Plus offering. It will be officially  available for purchase at all physical vivo and Yes stores starting from 9 Ju… [+1692 chars]
58,"{'id': 'cbs-news', 'name': 'CBS News'}",Jordan Freiman,"Jeff Gladney, Arizona Cardinals defensive back, dies in a car crash at age 25 - CBS News","""We are devastated to learn of Jeff Gladney's passing,"" the Cardinals said in a statement. ""Our hearts go out to his family, friends and all who are mourning this tremendous loss.""",https://www.cbsnews.com/news/jeff-gladney-dies-age-25-car-crash-nfl-arizona-cardinals/,https://cbsnews1.cbsistatic.com/hub/i/r/2022/05/30/fd0dd8f9-e5e2-4ee3-84db-79a780399cb8/thumbnail/1200x630/b08c0858c6c56a4e4b76ab2772d3cabd/gettyimages-1204011486.jpg,2022-05-31T12:01:00Z,"Jeff Gladney, a cornerback for the Arizona Cardinals, died Monday in a car crash, his agent confirmed to CBS News. He was 25.
The crash happened around 2:30 a.m. local time on the service road of th… [+1703 chars]"
59,"{'id': 'cbs-news', 'name': 'CBS News'}",Jaz Garner,Johnny Depp surprises fans at concert while jury deliberates in defamation trial - CBS News,Jurors started deliberations​ Friday in Depp's high-profile defamation lawsuit against ex-wife Amber Heard.,https://www.cbsnews.com/news/johnny-depp-jeff-beck-concert-amber-heard-trial-jury-deliberations/,https://cbsnews3.cbsistatic.com/hub/i/r/2022/05/30/df71024a-2987-4ca7-b482-b4afad921164/thumbnail/1200x630g2/39838f1231b1b83ee991be63d960468a/2022-05-30t131320z-2115850215-rc29hu9nbbdl-rtrmadp-3-people-depp-britain-concert.jpg,2022-05-31T11:58:00Z,"Johnny Depp joined rocker Jeff Beck onstage at a concert at Sheffield City Hall in Sheffield, England, as a jury deliberates in the $50 million defamation suit he has brought against ex-wife Amber He… [+1577 chars]"
60,"{'id': None, 'name': 'Pna.gov.ph'}",,Duterte gov't gives PH media 'safe environment': PTFoMS exec - pna.gov.ph,"MANILA &ndash; The Duterte administration has created a ""safe environment"" for Philippine journalists, Presidential Task Force on Media Security (PTFoMS) executive director Undersecretary Joel Sy Egco said on Tuesday.During the second day of the Duterte Legac…",https://www.pna.gov.ph/articles/1175607,https://files01.pna.gov.ph/ograph/2022/05/31/20220531144711049a3661.jpg,2022-05-31T11:56:54Z,"SAFE ENVIRONMENT. Presidential Task Force on Media Security executive director, Undersecretary Joel Sy Egco, reports the accomplishments on safeguarding press freedom under President Rodrigo Roa Dute… [+5202 chars]"
61,"{'id': None, 'name': 'Camdencourier.com.au'}",Farid Farid,Sydney warned after sixth Legionella case - Camden Haven Courier,People who have been in central Sydney are being warned to watch out for symptoms of legionnaires' disease...,https://www.camdencourier.com.au/story/7761246/sydney-warned-after-sixth-legionella-case/,https://www.camdencourier.com.au/images/transform/v1/crop/frm/silverstone-feed-data/1d937527-1fa1-4337-8402-5425f33588ad.jpg/r0_90_800_510_w1200_h630_fmax.jpg,2022-05-31T11:56:02Z,"People who have been in central Sydney are being warned to watch out for symptoms of legionnaires' disease after six cases were recorded in the past two weeks.
Two women and four men aged from their… [+968 chars]"
62,"{'id': None, 'name': 'Deadline'}",Max Goldbart,Kevin Spacey To “Voluntarily” Appear In UK Court To Face Four Sexual Assault Charges - Deadline,"Kevin Spacey will “voluntarily” appear in a UK court on four counts of sexual assault, following questions over whether he would need to be extradited from the U.S. In the past hour, the American Beauty star has given a statement to Good Morning America in wh…",https://deadline.com/2022/05/kevin-spacey-to-voluntarily-appear-in-uk-court-to-face-four-sexual-assault-charges-1235035711/,https://deadline.com/wp-content/uploads/2022/05/MEGA333027_001.jpg?w=1024,2022-05-31T11:51:00Z,"Kevin Spacey will “voluntarily” appear in a UK court on four counts of sexual assault, following questions over whether he would need to be extradited from the U.S.
In the past hour, the American Be… [+1289 chars]"
63,"{'id': None, 'name': 'Game Revolution'}",Mack Ashworth,"Wordle Answer 347: June 1, 2022 Word Solution - Game Revolution",Did you hear that noise?,https://www.gamerevolution.com/guides/707646-wordle-answer-347-june-1-2022-word-solution-creak-hint-answer,https://cdn-www.gamerevolution.com/assets/uploads/2022/05/Wordle-Answer-347.jpg,2022-05-31T11:45:26Z,"The Wordle answer 347 has been revealed for June 1, 2022. Todays answer shouldnt be too difficult to find, as it includes a healthy number of common letters and no dreaded duplicates. Need a hint? To… [+1551 chars]"
64,"{'id': None, 'name': 'Livemint'}",Livemint,"Fever That Can Bleed You To Death Sweeps This Country; Mortality Rate High, No Vaccines Yet | Mint - Mint","Nosebleed fever virus (CCHF) is transmitted to people either by tick bites or through contact with infected animals. .Its symptoms include headache, high fever, back pain, joint pain etc",https://www.livemint.com/news/world/fever-that-can-bleed-you-to-death-sweeps-this-country-mortality-rate-high-no-vaccines-yet-11653986755148.html,https://images.livemint.com/img/2022/05/31/600x338/IRAQ-HEALTH-LIVESTOCK-VIRUS-13_1653997092471_1653997105352.jpg,2022-05-31T11:45:08Z,"Iraq is on alert as the nation is witnessing a sudden outbreak of so-called nosebleed fever"". Recognised as the Crimean-Congo haemorrhagic fever, the disease has a high mortality rate and as per expe… [+2506 chars]"
65,"{'id': None, 'name': 'Zoom'}",TN Education Desk,"Rajasthan Board Result 2022 date, time: RBSE Result for 12th Science, Commerce tomorrow on rajresults.nic.in - Times Now","Rajasthan Board Result 2022 date and time for RBSE 12th Result 2022 announced. BSER Ajmer likely to release RBSE 12th Science and RBSE 12th Commerce results tomorrow - June 1, 2022. Check Rajasthan Board Result 2022 date and time here.",https://www.timesnownews.com/education/rajasthan-board-result-2022-date-time-rbse-result-for-12th-science-commerce-likely-june-1-on-rajresults-nic-in-article-91917442,"https://static.tnn.in/thumb/msid-91917442,imgsize-100,width-1280,height-720,resizemode-75/91917442.jpg",2022-05-31T11:42:42Z,"Watch: Kevin Pietersen posts adorable clips of his son batting in nets; Yuvraj Singh, Sunil Shetty react"
66,"{'id': None, 'name': 'India Today'}",,Punjabi singer Mankirt Aulakh demands security cover after Sidhu Moose Wala's murder - India Today,Punjabi singer Mankirt Aulakh has demanded security cover following the murder of singer Sidhu Moose Wala.,https://www.indiatoday.in/india/story/punjabi-singer-mankirt-aulakh-security-cover-sidhu-moose-wala-death-1956537-2022-05-31,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202205/Collage_Maker-31-May-2022-05.0-647x363.jpeg?jhdsH1A6Z8Op1oCPOam6Lt4POvbfKrSB,2022-05-31T11:42:13Z,"Just days after the killing of Punjabi rapper Sidhu Moose Wala, the spotlight is on another singer, Mankirt Aulakh. According to sources, Aulakh had received similar death threats in April.
Aulakh h… [+874 chars]"
67,"{'id': None, 'name': 'Daily Mail'}",Jacob Ranson,Man United suffer summer rebuild blow with Barcelona midfielder Frenkie De Jong wanting to stay - Daily Mail,The Holland international midfielder starred under  ten Hag at Ajax between 2016 and 2019 and is said to be available for around £65million if Barca can replace the 25-year-old with a major name.,https://www.dailymail.co.uk/sport/football/article-10871045/Man-United-suffer-summer-rebuild-blow-Barcelona-midfielder-Frenkie-Jong-wanting-stay.html,https://i.dailymail.co.uk/1s/2022/05/31/12/58498919-0-image-a-86_1653996408245.jpg,2022-05-31T11:41:59Z,"Frenkie de Jong has revealed his desire to stay at Barcelona, rather than link up with his former manager Erik ten Hag at Manchester United.
The Holland international midfielder starred under Ten Ha… [+3469 chars]"
68,"{'id': None, 'name': 'The Star Online'}",The Star Online,"Luxury car convoy crash: Businesswoman, bodyguard fined RM2,000 - The Star Online","KULAI: A businesswoman and a bodyguard were each fined RM2,000 by the Magistrate's Court here on Tuesday (May 31) with regard to a crash and subsequent altercation along the North-South Highway, last March.",https://www.thestar.com.my/news/nation/2022/05/31/luxury-car-convoy-crash-businesswoman-bodyguard-fined-rm2000,https://apicms.thestar.com.my/uploads/images/2022/05/31/1605749.png,2022-05-31T11:29:00Z,"KULAI: A businesswoman and a bodyguard were each fined RM2,000 by the Magistrate's Court here on Tuesday (May 31) with regard to a crash and subsequent altercation along the North-South Highway, last… [+2016 chars]"
69,"{'id': None, 'name': 'Ctvnews.ca'}",,Canada summer forecast: The Weather Network's predictions - CTV News,"Seasonal or higher than normal temperatures across much of the country will offer Canadians a chance to enjoy the summer, but predictions from a prominent national forecaster warn the humidity could welcome a rather stormy few months.",https://www.ctvnews.ca/canada/hot-summer-temperatures-big-storms-to-sweep-much-of-canada-weather-network-predicts-1.5925518,https://www.ctvnews.ca/content/dam/ctvnews/en/images/2022/5/31/jason-roy-relaxes-in-the-ottawa-river-1-5925526-1653996242181.jpg,2022-05-31T11:28:00Z,"TORONTO - 
Seasonal or higher than normal temperatures across much of the country will offer Canadians a chance to enjoy the summer, but predictions from a prominent national forecaster warn the hum… [+3411 chars]"
70,"{'id': None, 'name': 'Independent.ie'}",Michael Verney,Garda investigation launched after 'alleged incident of assault' in Laois minor club game - Independent.ie,A Garda investigation has been launched in Laois after an &ldquo;alleged incident of assault&rdquo; at a minor club football game last night.,https://www.independent.ie/sport/gaelic-games/garda-investigation-launched-after-alleged-incident-of-assault-in-laois-minor-club-game-41705980.html,https://www.independent.ie/videos/60a89/41705933.ece/AUTOCROP/w1240h700/4829757-1653995574368613.jpg,2022-05-31T11:28:00Z,"A Garda investigation has been launched in Laois after an alleged incident of assault at a minor club football game last night.
The League meeting between Portarlington and Stradbally Parish Gaels w… [+650 chars]"
71,"{'id': 'cnn', 'name': 'CNN'}","Claudia Dominguez and Theresa Waldrop, CNN","Canada's Trudeau announces bill to cap sales, transfers and imports of all handguns in the country - CNN","Canadian Prime Minister Justin Trudeau on Monday announced the introduction of a bill that would place a national freeze on handgun ownership across Canada. The move would mean that Canadians will no longer be able to buy, sell, transfer or import handguns ""a…",https://www.cnn.com/2022/05/30/americas/canada-handgun-sales-cap/index.html,https://cdn.cnn.com/cnnnext/dam/assets/220530180133-trudeau-handgun-sales-cap-0530-super-tease.jpg,2022-05-31T11:13:00Z,
72,"{'id': None, 'name': 'Dot Esports'}",Mateusz Miter,Tanks to receive an 18 percent buff to threat in WoW Patch 9.2.5 - Dot Esports,Losing threat on enemies? The Blizzard devs are working on it.,https://dotesports.com/wow/news/tanks-18-percent-buff-to-threat-wow-patch-9-2-5/,https://cdn1.dotesports.com/wp-content/uploads/2022/05/31060006/5IDOOPM2F5SN1599022991558-768x432.jpg,2022-05-31T11:07:33Z,World of Warcraft Patch 9.2.5 is right around the corner. The next big patch is scheduled to release today in North America and tomorrow in Europe. Blizzard Entertainment has already released a few n… [+1335 chars]
73,"{'id': None, 'name': 'NDTV News'}",,Singer Sidhu Moose Wala's Father's Moving Gesture After Cremation - NDTV,"The inconsolable parents of Punjabi singer Sidhu Moose Wala showed exemplary courage as thousands of people paid their last respects to the couple's only child, who was murdered on Sunday.",https://www.ndtv.com/india-news/singer-sidhu-moose-walas-fathers-tragic-gesture-after-cremation-3025705,https://c.ndtvimg.com/2022-05/a1h5cgdg_sidhu-moose-wala-father_625x300_31_May_22.jpg,2022-05-31T11:06:51Z,"Singer Sidhu Moose Wala's father Balkaur Singh at the cremation of his son
New Delhi: The inconsolable parents of Punjabi singer Sidhu Moose Wala showed exemplary courage as thousands of people paid… [+1823 chars]"
74,"{'id': 'financial-times', 'name': 'Financial Times'}",Owen Walker,German police raid DWS and Deutsche Bank over greenwashing allegations - Financial Times,"News, analysis and comment from the Financial Times, the worldʼs leading global business publication",https://www.ft.com/content/ff27167d-5339-47b8-a261-6f25e1534942,,2022-05-31T11:06:12Z,"Expert insights, analysis and smart data help you cut through the noise to spot trends,
risks and opportunities.
Join over 300,000 Finance professionals who already subscribe to the FT."
75,"{'id': None, 'name': 'MyBroadband'}",https://www.facebook.com/mybroadband,The Ferrari of Internet connections in South Africa pricing compared - MyBroadband,MyBroadband compared the prices of 1 Gbps home fibre packages across four South African open-access networks.,https://mybroadband.co.za/news/broadband/445800-the-ferrari-of-internet-connections-in-south-africa-pricing-compared.html,https://mybroadband.co.za/news/wp-content/uploads/2020/05/Best-Fibre-Prices.jpg,2022-05-31T11:05:42Z,"Among prominent South African ISPs, RSAWeb and Webafrica offer consumers the most affordable 1 Gbps fibre packages across four of the country’s biggest fibre networks, a MyBroadband analysis shows.
… [+4027 chars]"
76,"{'id': None, 'name': 'Capacity Media'}",Alan Burkitt-Gray,Starlink to compete with operators in Nigeria and Mozambique - Capacity Media,"Regulators in Nigeria and Mozambique have approved the start of broadband satellite services via Starlink, part of Elon Musk’s SpaceX.",https://www.capacitymedia.com/article/2a62ld42y9ad5uuotxq80/news/starlink-to-compete-with-operators-in-nigeria-and-mozambique,https://assets.euromoneydigital.com/dims4/default/3ff8dfc/2147483647/strip/true/crop/400x210+0+29/resize/1200x630!/quality/90/?url=http%3A%2F%2Feuromoney-brightspot.s3.amazonaws.com%2F69%2F8a%2F920140562f8ca0ef1d755509582d%2Fserveimage,2022-05-31T11:05:31Z,"Regulators in both countries have not formally confirmed their decision, but Musk announced the plan via Twitter.
Starlinks extension to Nigeria and Mozambique follows an earlier announcement by the… [+1380 chars]"
77,"{'id': None, 'name': 'NewsBytes'}",Sneha Das,What is West Nile fever? Know about symptoms and prevention - NewsBytes,"A 47-year-old man from Thrissur, Kerala breathed her last on May 29 after suffering from the mosquito-borne disease called the West Nile fever",https://www.newsbytesapp.com/news/lifestyle/what-is-west-nile-fever/story,https://i.cdn.newsbytesapp.com/images/l26720220531121406.jpeg,2022-05-31T11:04:27Z,"What is West Nile fever? Know about symptoms and prevention
May 31, 2022, 04:34 pm2 min read
The West Nile fever has authorities scramming to remove mosquito breeding sites in Kerala after a 47-yea… [+2299 chars]"
78,"{'id': None, 'name': 'Rappler'}",,La Salle sweeps feisty UP for 2nd; Adamson ousts FEU from Final Four race - Rappler,"La Salle rallies from 6 points down in the third set to shut down UP's comeback attempt, while Adamson kicks FEU out of playoff contention for the first time since 2014",https://www.rappler.com/sports/uaap/game-results-volleyball-women-dlsu-lady-spikers-adamson-lady-falcons-may-31-2022/,https://www.rappler.com/tachyon/2022/05/UAAP-84-WVB-DLSU-vs.-UP-Jolina-Dela-Cruz-8137.jpg,2022-05-31T11:04:02Z,"MANILA, Philippines The La Salle Lady Spikers dug deep to turn back a feisty UP Fighting Maroons in a 25-21, 25-23, 25-21 sweep at the Mall of Asia Arena on Tuesday, May 31.
Rookie of the Year candi… [+1610 chars]"
79,"{'id': None, 'name': 'SFGate'}",Amy Graff,Massive 23andMe survey reveals who may be at the highest risk for long COVID - SFGATE,Who is more likely to develop long COVID-19? A new study offers clues.,https://www.sfgate.com/bayarea/article/Study-reveals-long-COVID-risks-17200501.php,https://s.hdnux.com/photos/01/25/74/74/22531854/5/rawImage.jpg,2022-05-31T11:04:01Z,"It's a question everyone wants answered: Who is more likely to develop long COVID-19, the debilitating symptoms that can linger for weeks, months or even longer, after an infection?A new unpublished … [+5637 chars]"
80,"{'id': 'ign', 'name': 'IGN'}",Ryan Dinsdale,Diablo: Immortal Won't Launch in Belgium and the Netherlands Due to Lootbox Laws - IGN - IGN,Diablo: Immortal will no longer be released in Belgium or the Netherlands due to lootboxes being illegal in both countries.,https://www.ign.com/articles/diablo-immortal-launch-belgium-netherlands-lootbox-law,https://assets-prd.ignimgs.com/2022/03/28/diablo-immortal-1648495505402.jpg?width=1280,2022-05-31T11:01:40Z,"Diablo: Immortal will no longer be released in Belgium or the Netherlands due to lootboxes being illegal in both countries.
The long-awaited mobile (and now PC) game finally arrives on June 2 but de… [+1885 chars]"
81,"{'id': None, 'name': 'AllAfrica - Top Africa News'}",,African Ministers Seek Ways to Boost Polio Outbreak Response - AllAfrica - Top Africa News,"African health ministers have met to seek ways of ramping up measures to halt the outbreak of Wild Poliovirus Type 1 in southern Africa, where the virus has been detected in two countries and a large-scale multi-country vaccination campaign is underway.

 

…",https://allafrica.com/view/group/main/main/id/00082326.html,https://cdn03.allafrica.com/download/pic/main/main/csiid/00590329:4d947dbeff58a5aa28700ad186876090:arc614x376:w1200.jpg,2022-05-31T11:00:40Z,"African health ministers have met to seek ways of ramping up measures to halt the outbreak of Wild Poliovirus Type 1 in southern Africa, where the virus has been detected in two countries and a large… [+1198 chars]"
82,"{'id': None, 'name': 'Phys.Org'}",Science X staff,New theoretical model accounts for sun's rotation and magnetic field - Phys.org,"In the early 2000s, a new set of data revised the chemical abundances at the surface of the sun, contradicting the values predicted by the standard models used by astrophysicists. Often challenged, these new abundances made it through several new analyses. As…",https://phys.org/news/2022-05-theoretical-accounts-sun-rotation-magnetic.html,https://scx2.b-cdn.net/gfx/news/2022/new-theoretical-model-1.jpg,2022-05-31T11:00:38Z,"In the early 2000s, a new set of data revised the chemical abundances at the surface of the sun, contradicting the values predicted by the standard models used by astrophysicists. Often challenged, t… [+5585 chars]"
83,"{'id': None, 'name': 'Daily Post Nigeria'}",Mike Oyebola,"Troost-Ekong speaks on Super Eagles’ loss to Mexico, hails NPFL players - Daily Post Nigeria","Super Eagles defender William Troost-Ekong has offered explanations for the team's 2-1 defeat to Mexico in Sunday's friendly encounter at the AT&T Stadium in Texas, United Sates. Jose Peseiro's side had little time to prepare for the game due to long travels …",https://dailypost.ng/2022/05/31/troost-ekong-speaks-on-super-eagles-loss-to-mexico-hails-npfl-players/,https://dailypost.ng/wp-content/uploads/2022/01/Troost-Ekong.jpeg,2022-05-31T11:00:37Z,"Super Eagles defender William Troost-Ekong has offered explanations for the team’s 2-1 defeat to Mexico in Sunday’s friendly encounter at the AT&amp;T Stadium in Texas, United Sates.
Jose Peseiro’s … [+1365 chars]"
